municipio,codigo,receita_corrente,divida_consolidada,pessoal_encargos,cap_pag_div,eq1_cap_pag_div
Prefeitura Municipal de Redenção - CE,2311603,71374513.61,23933394,45499443.13,.92495954,2.9231896
Prefeitura Municipal de Reriutaba - CE,2311702,48438948.74,14013897,27230808.59,.66077918,2.9145334
Prefeitura Municipal de Russas - CE,2311801,166533035.58,29137228,78931547.87,.33261111,2.9037805
Prefeitura Municipal de Saboeiro - CE,2311900,39974459.07,19653338,24702737.63,1.2869104,2.9350498
Prefeitura Municipal de Salitre - CE,2311959,48990183.04,2220960,24086327.8,.089181371,2.8958042
Prefeitura Municipal de Santana do Acaraú - CE,2312007,63244130.88,40372649,35571690.64,1.4589479,2.9406867
Prefeitura Municipal de Santana do Cariri - CE,2312106,47650001.61,15691786,26291189.32,.73467505,2.9169548
Prefeitura Municipal de Santa Quitéria - CE,2312205,95383883.06,27098756,50383439.11,.60218865,2.9126136
Prefeitura Municipal de São Benedito - CE,2312304,104654750.98,17282649,48926162.74,.31012177,2.9030435
Prefeitura Municipal de São Gonçalo do Amarante - CE,2312403,257757081.59,0,133497598.11,0,2.8928819
Prefeitura Municipal de São João do Jaguaribe - CE,2312502,23204726.85,3507271,11138841.34,.29067662,2.9024065
Prefeitura Municipal de São Luís do Curu - CE,2312601,32116338.15,6602754,14867056.94,.38278431,2.9054246
Prefeitura Municipal de Senador Pompeu - CE,2312700,55156376.09,9166,29579126.07,.00035836533,2.8928938
Prefeitura Municipal de Senador Sá - CE,2312809,21177710.64,0,9640679.24,0,2.8928819
Prefeitura Municipal de Sobral - CE,2312908,656088813.89,19782850,225014744.3,.045891996,2.8943856
Prefeitura Municipal de Solonópole - CE,2313005,50630766.78,14284092,25976159.8,.57936805,2.9118659
Prefeitura Municipal de Tabuleiro do Norte - CE,2313104,63795926.34,25344919,31056295.6,.77413577,2.9182477
Prefeitura Municipal de Tamboril - CE,2313203,70923450.43000001,0,35976892.91,0,2.8928819
Prefeitura Municipal de Tarrafas - CE,2313252,24870092.09,16240817,14486576.2,1.5640961,2.9441321
Prefeitura Municipal de Tauá - CE,2313302,200273438.57,33954371,85284745.81,.29528442,2.9025574
Prefeitura Municipal de Tejuçuoca - CE,2313351,51359907.87,7369576,22819722.43,.25821751,2.9013429
Prefeitura Municipal de Tianguá - CE,2313401,173516532.52,0,86158514.95,0,2.8928819
Prefeitura Municipal de Trairi - CE,2313500,131160411.95,20085147,59971024.75,.28213683,2.9021266
Prefeitura Municipal de Tururu - CE,2313559,39949434.3,15252446,21349023.1,.82000583,2.9197507
Prefeitura Municipal de Ubajara - CE,2313609,82303164.59999999,3157317,44178351.77,.082815282,2.8955956
Prefeitura Municipal de Umari - CE,2313708,20983213.59,9514179,12266361.53,1.0914696,2.9286456
Prefeitura Municipal de Umirim - CE,2313757,48272528.09,15438400,34682869.35,1.1360403,2.9301062
Prefeitura Municipal de Uruburetama - CE,2313807,50727049.85,3919573,26934486.05,.16473942,2.8982799
Prefeitura Municipal de Uruoca - CE,2313906,41504824.73,10348494,20049732.15,.48233277,2.9086864
Prefeitura Municipal de Varjota - CE,2313955,48977076.64,0,24469474.85,0,2.8928819
Prefeitura Municipal de Várzea Alegre - CE,2314003,84408300.45,26636876,43660139.26,.65369517,2.9143014
Prefeitura Municipal de Viçosa do Ceará - CE,2314102,137417736.74,1375939,66266215.75,.019338153,2.8935156
Prefeitura Municipal de Acari - RN,2400109,27382324.2,10348383,15112781.21,.84342039,2.9205179
Prefeitura Municipal de Açu - RN,2400208,120111192.54,2412314,61864948.13,.041415785,2.8942389
Prefeitura Municipal de Afonso Bezerra - RN,2400307,36673765.98,7564663,18538761.56,.41713047,2.9065499
Prefeitura Municipal de Água Nova - RN,2400406,14780551.65,0,6535333.58,0,2.8928819
Prefeitura Municipal de Alexandria - RN,2400505,48188673.55,0,25826235.31,0,2.8928819
Prefeitura Municipal de Almino Afonso - RN,2400604,17714005.9,0,6661745.09,0,2.8928819
Prefeitura Municipal de Alto do Rodrigues - RN,2400703,54819768.54,0,26287974.14,0,2.8928819
Prefeitura Municipal de Angicos - RN,2400802,26892852.78,5984030,17880786.41,.664002,2.914639
Prefeitura Municipal de Antônio Martins - RN,2400901,18729701.16,3619961,9128985.699999999,.37705117,2.9052367
Prefeitura Municipal de Apodi - RN,2401008,74731759.09,-4452139,41058208.66,-.13221473,2.8885498
Prefeitura Municipal de Areia Branca - RN,2401107,99484363.53,6826010,52636559.39,.14570609,2.8976562
Prefeitura Municipal de Arês - RN,2401206,41694346.85,7173400,28270555.4,.5343796,2.9103918
Prefeitura Municipal de Augusto Severo - RN,2401305,21386409.97,3184570,11641166.18,.32678199,2.9035895
Prefeitura Municipal de Baía Formosa - RN,2401404,24772044.9,6637541,14127750.18,.62357736,2.9133146
Prefeitura Municipal de Baraúna - RN,2401453,73307650.34999999,0,37837215.43,0,2.8928819
Prefeitura Municipal de Barcelona - RN,2401503,16492849.72,2627117,9070370.99,.35394067,2.9044795
Prefeitura Municipal de Bento Fernandes - RN,2401602,17518287.25,5945933,12440198.83,1.1708999,2.9312484
Prefeitura Municipal de Bodó - RN,2401651,19284111.23,2142590,11371661.92,.27078721,2.9017546
Prefeitura Municipal de Bom Jesus - RN,2401701,26222499.6,0,11840655.58,0,2.8928819
Prefeitura Municipal de Brejinho - RN,2401800,30165071.83,4820437,17208000.51,.37203136,2.9050722
Prefeitura Municipal de Caiçara do Norte - RN,2401859,11491921.19,0,9628366.51,0,2.8928819
Prefeitura Municipal de Caiçara do Rio do Vento - RN,2401909,15523494.77,-164677,7494939.74,-.020511411,2.8922098
Prefeitura Municipal de Caicó - RN,2402006,148610431.64,16806967,80482424.34999999,.24669689,2.9009655
Prefeitura Municipal de Campo Redondo - RN,2402105,32126364.41,0,16980279.84,0,2.8928819
Prefeitura Municipal de Canguaretama - RN,2402204,71848987.3,34226073,47392296.62,1.3994564,2.9387374
Prefeitura Municipal de Caraúbas - RN,2402303,49369684.95,18855197,27048117.47,.84470755,2.9205601
Prefeitura Municipal de Carnaúba dos Dantas - RN,2402402,20181551.85,4287856,11566606.33,.49772292,2.9091907
Prefeitura Municipal de Carnaubais - RN,2402501,41037421.95,0,19394993.59,0,2.8928819
Prefeitura Municipal de Ceará-Mirim - RN,2402600,151842341.47,76647881,0,.50478595,2.9094222
Prefeitura Municipal de Cerro Corá - RN,2402709,25928582.37,4879329,17250238.17,.56224191,2.9113047
Prefeitura Municipal de Coronel Ezequiel - RN,2402808,16801158.68,9754843,9816730.76,1.396656,2.9386456
Prefeitura Municipal de Coronel João Pessoa - RN,2402907,18790133.38,3756073,13236671.92,.67634809,2.9150436
Prefeitura Municipal de Cruzeta - RN,2403004,21467606.87,966483,14596283.39,.14065456,2.8974907
Prefeitura Municipal de Currais Novos - RN,2403103,84734317.36,27750467,46484942.99,.72551429,2.9166546
Prefeitura Municipal de Doutor Severiano - RN,2403202,25214722.12,4012453,13648970.64,.34692541,2.9042494
Prefeitura Municipal de Parnamirim - RN,2403251,460950457.72,47590291,262754375.52,.24011721,2.9007497
Prefeitura Municipal de Encanto - RN,2403301,17892290.42,1984509,9395464.210000001,.23355885,2.9005349
Prefeitura Municipal de Equador - RN,2403400,18841699.88,1303658,9361280.48,.13751058,2.8973877
Prefeitura Municipal de Espírito Santo - RN,2403509,23720903.27,4573476,13399555.02,.44310838,2.9074011
Prefeitura Municipal de Extremoz - RN,2403608,85584297.34999999,0,49168981.06,0,2.8928819
Prefeitura Municipal de Felipe Guerra - RN,2403707,22201518.42,3971792,14479115.77,.51432073,2.9097345
Prefeitura Municipal de Fernando Pedroza - RN,2403756,14440179.11,3450961,8484831.76,.57947266,2.9118693
Prefeitura Municipal de Florânia - RN,2403806,19393162.79,949013,12728063.54,.14238542,2.8975475
Prefeitura Municipal de Francisco Dantas - RN,2403905,13726070.93,0,6434167.17,0,2.8928819
Prefeitura Municipal de Galinhos - RN,2404101,26225759.84,0,10005053.9,0,2.8928819
Prefeitura Municipal de Goianinha - RN,2404200,85442470.26000001,50410252,51825562.1,1.4995505,2.9420171
Prefeitura Municipal de Governador Dix-Sept Rosado - RN,2404309,43878182.14,6743620,20156737.86,.2842837,2.9021969
Prefeitura Municipal de Grossos - RN,2404408,33477911.31,2463105,17412405.91,.15331638,2.8979056
Prefeitura Municipal de Guamaré - RN,2404507,284668288.98,0,91634975.70999999,0,2.8928819
Prefeitura Municipal de Ielmo Marinho - RN,2404606,47467801.02,949931,22091158.51,.037433282,2.8941085
Prefeitura Municipal de Ipanguaçu - RN,2404705,34950330.63,6349705,19976370.31,.42404979,2.9067767
Prefeitura Municipal de Ipueira - RN,2404804,13801170.68,903832,8089235.12,.15823568,2.8980668
Prefeitura Municipal de Itajá - RN,2404853,20605683.17,5236,10653533.63,.00052611751,2.8928993
Prefeitura Municipal de Itaú - RN,2404903,18088418.57,2510786,11244744.16,.3668769,2.9049032
Prefeitura Municipal de Jaçanã - RN,2405009,19222537.26,7523565,11186726.37,.93625462,2.9235599
Prefeitura Municipal de Jandaíra - RN,2405108,22189648.94,3806380,13578194.06,.44201359,2.9073653
Prefeitura Municipal de Janduís - RN,2405207,17523339.86,4580738,11735132.05,.79139143,2.9188132
Prefeitura Municipal de Januário Cicco - RN,2405306,23341164.22,86893,11400220.96,.0072768959,2.8931203
Prefeitura Municipal de Japi - RN,2405405,17467352.53,7326992,9142278.27,.88011134,2.9217203
Prefeitura Municipal de Jardim de Angicos - RN,2405504,16452555.62,1761640,8498971.82,.22149009,2.9001393
Prefeitura Municipal de Jardim de Piranhas - RN,2405603,33120555.89,0,18231159.25,0,2.8928819
Prefeitura Municipal de Jardim do Seridó - RN,2405702,25984216.65,4361537,15358042.9,.41045225,2.9063311
Prefeitura Municipal de João Câmara - RN,2405801,82012394.59,234694,46922825.88,.0066884262,2.8931012
Prefeitura Municipal de João Dias - RN,2405900,14456995.94,0,5372548.52,0,2.8928819
Prefeitura Municipal de José da Penha - RN,2406007,19708947.79,1412632,9854321.609999999,.14334708,2.897579
Prefeitura Municipal de Jucurutu - RN,2406106,47036433.91,11292463,28872005.42,.62168008,2.9132524
Prefeitura Municipal de Jundiá - RN,2406155,15257716.65,636024,9101226.4,.10330951,2.8962669
Prefeitura Municipal de Lagoa d'Anta - RN,2406205,18729674.07,3889375,11865392.79,.56661069,2.9114478
Prefeitura Municipal de Lagoa de Pedras - RN,2406304,21220503.98,8855661,11249113.69,.88810694,2.9219823
Prefeitura Municipal de Lagoa de Velhos - RN,2406403,13360770.85,1941298,8255841.39,.38027909,2.9053423
Prefeitura Municipal de Lagoa Nova - RN,2406502,37542847.84,14662430,22337794.81,.96431297,2.9244792
Prefeitura Municipal de Lagoa Salgada - RN,2406601,23859482.04,11934510,15150213.13,1.3703228,2.9377828
Prefeitura Municipal de Lajes - RN,2406700,29768929.34,3242324,17631239.09,.26712859,2.9016349
Prefeitura Municipal de Lajes Pintadas - RN,2406809,17383215.91,6539173,11489422.92,1.1095016,2.9292367
Prefeitura Municipal de Lucrécia - RN,2406908,15875060.55,0,6309924.61,0,2.8928819
Prefeitura Municipal de Luís Gomes - RN,2407005,25638989.29,0,12983184.81,0,2.8928819
Prefeitura Municipal de Macaíba - RN,2407104,184637117.65,16803707,103954116.77,.20826824,2.8997061
Prefeitura Municipal de Macau - RN,2407203,95145537.73,2930169,64886658.54,.096836664,2.896055
Prefeitura Municipal de Major Sales - RN,2407252,16777238.67,0,8731290.800000001,0,2.8928819
Prefeitura Municipal de Marcelino Vieira - RN,2407302,20424215.2,2205235,10812429.54,.22943032,2.9003997
Prefeitura Municipal de Martins - RN,2407401,16320457.67,2103356,10655749.78,.37130883,2.9050484
Prefeitura Municipal de Maxaranguape - RN,2407500,32510378.82,0,14318782.1,0,2.8928819
Prefeitura Municipal de Messias Targino - RN,2407609,16629892.34,5402213,6757158.26,.54718512,2.9108114
Prefeitura Municipal de Montanhas - RN,2407708,27018477.85,11512879,16116048.04,1.055992,2.9274833
Prefeitura Municipal de Monte Alegre - RN,2407807,53428728.54,14663527,37479577.75,.91939235,2.9230072
Prefeitura Municipal de Monte das Gameleiras - RN,2407906,14797947.81,0,7973783.93,0,2.8928819
Prefeitura Municipal de Mossoró - RN,2408003,644164573.48,252312419,347947150.01,.85178113,2.9207919
Prefeitura Municipal de Natal - RN,2408102,2198887940.9,529243335,1141153023.72,.50035536,2.909277
Prefeitura Municipal de Nísia Floresta - RN,2408201,70309317.75,11786373,37249933.74,.35652125,2.9045639
Prefeitura Municipal de Nova Cruz - RN,2408300,72520956.45999999,32195785,45461050.91,1.1897967,2.9318676
Prefeitura Municipal de Olho-d'Água do Borges - RN,2408409,16503411.64,-663646,8211556.3,-.080035888,2.8902595
Prefeitura Municipal de Ouro Branco - RN,2408508,16522199.84,936473,8389777.25,.11515301,2.8966551
Prefeitura Municipal de Paraná - RN,2408607,14571843.13,0,7225171.74,0,2.8928819
Prefeitura Municipal de Paraú - RN,2408706,15200563.71,8361320,8680582.789999999,1.2824148,2.9349024
Prefeitura Municipal de Parazinho - RN,2408805,27132816.57,0,14052792.43,0,2.8928819
Prefeitura Municipal de Parelhas - RN,2408904,42167263.72,4003323,29160088.89,.30777806,2.9029667
Prefeitura Municipal de Rio do Fogo - RN,2408953,28693403.76,7594040,22146657.29,1.1599716,2.9308903
Prefeitura Municipal de Passa e Fica - RN,2409100,30314706.91,7499907,17750781.2,.5969398,2.9124417
Prefeitura Municipal de Passagem - RN,2409209,15513415.72,0,7817964.63,0,2.8928819
Prefeitura Municipal de Patu - RN,2409308,0,4006146,0,,
Prefeitura Municipal de Santa Maria - RN,2409332,16666249.09,0,8340612.19,0,2.8928819
Prefeitura Municipal de Pau dos Ferros - RN,2409407,65424600.77,35618998,32373066.29,1.0776806,2.9281938
Prefeitura Municipal de Pedra Grande - RN,2409506,19119804.71,0,11385919.6,0,2.8928819
Prefeitura Municipal de Pedra Preta - RN,2409605,15794050.11,0,8045203.48,0,2.8928819
Prefeitura Municipal de Pedro Avelino - RN,2409704,19375281.06,6165506,12045024.23,.84110367,2.9204421
Prefeitura Municipal de Pedro Velho - RN,2409803,35131659.16,8108082,23218963.54,.68062532,2.9151838
Prefeitura Municipal de Pendências - RN,2409902,44368475.15,12621654,28530362.04,.79691654,2.9189942
Prefeitura Municipal de Pilões - RN,2410009,43878182.14,6743620,20156737.86,.2842837,2.9021969
Prefeitura Municipal de Poço Branco - RN,2410108,31465027.28,3928461,19688727.01,.33359042,2.9038126
Prefeitura Municipal de Portalegre - RN,2410207,19977100,0,9976661.32,0,2.8928819
Prefeitura Municipal de Porto do Mangue - RN,2410256,25649607,1447131,14550008.44,.13037688,2.8971539
Prefeitura Municipal de Serra Caiada - RN,2410306,28720963.81,7334400,16890883.9,.6199789,2.9131966
Prefeitura Municipal de Pureza - RN,2410405,22879818.83,8071824,16282061.35,1.2234193,2.9329693
Prefeitura Municipal de Rafael Godeiro - RN,2410603,16835333.41,0,8439067.67,0,2.8928819
Prefeitura Municipal de Riacho da Cruz - RN,2410702,15050354.58,1939960,7070203.02,.24309814,2.9008474
Prefeitura Municipal de Riacho de Santana - RN,2410801,16046949.02,481234,7163101.39,.054169547,2.8946569
Prefeitura Municipal de Riachuelo - RN,2410900,23112519.51,9701986,15325287.25,1.2458837,2.9337053
Prefeitura Municipal de Rodolfo Fernandes - RN,2411007,17910930.44,608615,10160864.5,.078530297,2.8954551
Prefeitura Municipal de Tibau - RN,2411056,30953851.59,0,12584199.31,0,2.8928819
Prefeitura Municipal de Ruy Barbosa - RN,2411106,16682169.33,8674595,8679265.76,1.083931,2.9283986
Prefeitura Municipal de Santa Cruz - RN,2411205,78935025.64,16683189,41020866.37,.4400253,2.9073
Prefeitura Municipal de Santana do Matos - RN,2411403,32626388.95,8606148,20482705.39,.70869339,2.9161034
Prefeitura Municipal de Santana do Seridó - RN,2411429,13791022.64,841610,6600480.93,.11704403,2.8967171
Prefeitura Municipal de Santo Antônio - RN,2411502,50385328.09,13854504,29428985.65,.66111267,2.9145443
Prefeitura Municipal de São Bento do Norte - RN,2411601,22902908.39,3244699,12235739.72,.30417621,2.9028487
Prefeitura Municipal de São Bento do Trairí - RN,2411700,16515641.57,3276495,10753248.52,.5685997,2.9115131
Prefeitura Municipal de São Fernando - RN,2411809,15149794.47,-395967,7815911.04,-.053991448,2.8911128
Prefeitura Municipal de São Francisco do Oeste - RN,2411908,17006043.41,0,8815178.529999999,0,2.8928819
Prefeitura Municipal de São Gonçalo do Amarante - RN,2412005,271270715.37,47932214,127436430.59,.33324608,2.9038012
Prefeitura Municipal de São João do Sabugi - RN,2412104,17133281.66,0,9159439.9,0,2.8928819
Prefeitura Municipal de São José de Mipibu - RN,2412203,100604135.83,0,55275169.55,0,2.8928819
Prefeitura Municipal de São José do Campestre - RN,2412302,28846735.22,17348852,18488372.12,1.6748643,2.9477615
Prefeitura Municipal de São José do Seridó - RN,2412401,18727293.86,0,10570095.03,0,2.8928819
Prefeitura Municipal de São Miguel - RN,2412500,54097273.65,6578070,30438926.91,.27804437,2.9019926
Prefeitura Municipal de São Miguel do Gostoso - RN,2412559,31818626.38,9295707,16509243.24,.60719019,2.9127774
Prefeitura Municipal de São Paulo do Potengi - RN,2412609,33777077.12,7671190,23447687.12,.74265665,2.9172163
Prefeitura Municipal de São Pedro - RN,2412708,18199684.88,0,10081809.62,0,2.8928819
Prefeitura Municipal de São Rafael - RN,2412807,19931163.2,0,10659352.15,0,2.8928819
Prefeitura Municipal de São Tomé - RN,2412906,33755993.54,14837384,22784788.22,1.3523933,2.9371953
Prefeitura Municipal de São Vicente - RN,2413003,19087655.29,0,12234409.09,0,2.8928819
Prefeitura Municipal de Senador Elói de Souza - RN,2413102,18669567.42,4017009,11185995.54,.53677696,2.9104702
Prefeitura Municipal de Senador Georgino Avelino - RN,2413201,16903342.22,351820,11536005.79,.065548338,2.8950298
Prefeitura Municipal de Serra de São Bento - RN,2413300,16114084.01,0,7276032.23,0,2.8928819
Prefeitura Municipal de Serra do Mel - RN,2413359,42710902.2,3705445,21698954.85,.17634943,2.8986604
Prefeitura Municipal de Serra Negra do Norte - RN,2413409,21481707.49,0,10167210.18,0,2.8928819
Prefeitura Municipal de Serrinha - RN,2413508,21308784.64,810056,12533730.3,.092313506,2.8959067
Prefeitura Municipal de Serrinha dos Pintos - RN,2413557,17547095.51,0,7750648.62,0,2.8928819
Prefeitura Municipal de Severiano Melo - RN,2413607,18783205.46,2578940,9381513.24,.27430594,2.90187
Prefeitura Municipal de Sítio Novo - RN,2413706,17087903.69,5796385,9811810,.7966342,2.9189849
Prefeitura Municipal de Taboleiro Grande - RN,2413805,14979876.98,3063226,7032758.41,.38545114,2.9055119
Prefeitura Municipal de Taipu - RN,2413904,27617954.31,16050215,17303725.01,1.5561235,2.9438708
Prefeitura Municipal de Tangará - RN,2414001,36672084.41,19341475,20903957.43,1.2266184,2.933074
Prefeitura Municipal de Tenente Ananias - RN,2414100,27745431.09,0,12621514.24,0,2.8928819
Prefeitura Municipal de Tibau do Sul - RN,2414209,46491345.59,10642992,25961736.81,.51842159,2.909869
